agency_cd,site_no,Datetime,Mean_CFS,294516_00060_00003_cd
USGS,4174490,2012-10-13,25.8,A
USGS,4174490,2012-10-14,3.23,A
USGS,4174490,2012-10-15,1.77,A
USGS,4174490,2012-10-16,1.61,A
USGS,4174490,2012-10-17,9.25,A
USGS,4174490,2012-10-18,7.04,A
USGS,4174490,2012-10-19,4.26,A
USGS,4174490,2012-10-20,2.99,A
USGS,4174490,2012-10-21,2.11,A
USGS,4174490,2012-10-22,4.28,A
USGS,4174490,2012-10-23,7.45,A
USGS,4174490,2012-10-24,3.03,A
USGS,4174490,2012-10-25,1.78,A
USGS,4174490,2012-10-26,2.14,A
USGS,4174490,2012-10-27,1.81,A
USGS,4174490,2012-10-28,1.84,A
USGS,4174490,2012-10-29,1.56,A
USGS,4174490,2012-10-30,2.61,A
USGS,4174490,2012-10-31,1.72,A
USGS,4174490,2012-11-01,1.34,A
USGS,4174490,2012-11-02,1.09,A
USGS,4174490,2012-11-03,1.38,A
USGS,4174490,2012-11-04,1.49,A
USGS,4174490,2012-11-05,1.52,A
USGS,4174490,2012-11-06,1.41,A
USGS,4174490,2012-11-07,1.64,A
USGS,4174490,2012-11-08,1.47,A
USGS,4174490,2012-11-09,1.50,A
USGS,4174490,2012-11-10,1.57,A
USGS,4174490,2012-11-11,1.73,A
USGS,4174490,2012-11-12,10.0,A
USGS,4174490,2012-11-13,2.10,A
USGS,4174490,2012-11-14,1.85,A
USGS,4174490,2012-11-15,1.97,A
USGS,4174490,2012-11-16,1.76,A
USGS,4174490,2012-11-17,2.06,A
USGS,4174490,2012-11-18,2.18,A
USGS,4174490,2012-11-19,2.11,A
USGS,4174490,2012-11-20,2.06,A
USGS,4174490,2012-11-21,1.83,A
USGS,4174490,2012-11-22,1.67,A
USGS,4174490,2012-11-23,2.78,A
USGS,4174490,2012-11-24,1.47,A
USGS,4174490,2012-11-25,1.54,A
USGS,4174490,2012-11-26,1.59,A
USGS,4174490,2012-11-27,1.76,A
USGS,4174490,2012-11-28,1.42,A
USGS,4174490,2012-11-29,1.42,A
USGS,4174490,2012-11-30,1.42,A
USGS,4174490,2012-12-01,1.39,A
USGS,4174490,2012-12-02,2.48,A
USGS,4174490,2012-12-03,1.23,A
USGS,4174490,2012-12-04,6.83,A
USGS,4174490,2012-12-05,1.60,A
USGS,4174490,2012-12-06,1.86,A
USGS,4174490,2012-12-07,2.25,A
USGS,4174490,2012-12-08,5.47,A
USGS,4174490,2012-12-09,3.93,A
USGS,4174490,2012-12-10,2.17,A
USGS,4174490,2012-12-11,2.16,A
USGS,4174490,2012-12-12,2.02,A
USGS,4174490,2012-12-13,2.16,A
USGS,4174490,2012-12-14,2.26,A
USGS,4174490,2012-12-15,2.35,A
USGS,4174490,2012-12-16,3.95,A
USGS,4174490,2012-12-17,2.07,A
USGS,4174490,2012-12-18,2.03,A
USGS,4174490,2012-12-19,1.88,A
USGS,4174490,2012-12-20,28.5,A
USGS,4174490,2012-12-21,5.27,A
USGS,4174490,2012-12-22,3.12,A
USGS,4174490,2012-12-23,2.33,A
USGS,4174490,2012-12-24,2.12,A
USGS,4174490,2012-12-25,2.00,A
USGS,4174490,2012-12-26,1.93,A
USGS,4174490,2012-12-27,2.18,A
USGS,4174490,2012-12-28,2.07,A:e
USGS,4174490,2012-12-29,2.20,A:e
USGS,4174490,2012-12-30,2.13,A:e
USGS,4174490,2012-12-31,2.11,A:e
USGS,4174490,2013-01-01,2.03,A:e
USGS,4174490,2013-01-02,1.93,A:e
USGS,4174490,2013-01-03,1.97,A:e
USGS,4174490,2013-01-04,1.93,A:e
USGS,4174490,2013-01-05,1.95,A:e
USGS,4174490,2013-01-06,1.91,A:e
USGS,4174490,2013-01-07,1.91,A:e
USGS,4174490,2013-01-08,1.95,A:e
USGS,4174490,2013-01-09,2.40,A:e
USGS,4174490,2013-01-10,2.69,A
USGS,4174490,2013-01-11,21.4,A
USGS,4174490,2013-01-12,4.24,A
USGS,4174490,2013-01-13,24.9,A
USGS,4174490,2013-01-14,4.94,A
USGS,4174490,2013-01-15,3.87,A
USGS,4174490,2013-01-16,3.43,A
USGS,4174490,2013-01-17,2.85,A
USGS,4174490,2013-01-18,2.58,A
USGS,4174490,2013-01-19,2.42,A
USGS,4174490,2013-01-20,2.50,A
USGS,4174490,2013-01-21,2.32,A
USGS,4174490,2013-01-22,2.26,A
USGS,4174490,2013-01-23,2.21,A
USGS,4174490,2013-01-24,2.32,A
USGS,4174490,2013-01-25,1.49,A
USGS,4174490,2013-01-26,1.51,A
USGS,4174490,2013-01-27,1.69,A
USGS,4174490,2013-01-28,14.9,A
USGS,4174490,2013-01-29,32.4,A
USGS,4174490,2013-01-30,26.2,A
USGS,4174490,2013-01-31,6.23,A
USGS,4174490,2013-02-01,4.43,A
USGS,4174490,2013-02-02,3.56,A
USGS,4174490,2013-02-03,2.98,A
USGS,4174490,2013-02-04,3.41,A
USGS,4174490,2013-02-05,3.06,A
USGS,4174490,2013-02-06,2.89,A
USGS,4174490,2013-02-07,3.07,A
USGS,4174490,2013-02-08,3.98,A
USGS,4174490,2013-02-09,3.02,A
USGS,4174490,2013-02-10,6.77,A
USGS,4174490,2013-02-11,7.81,A
USGS,4174490,2013-02-12,3.16,A
USGS,4174490,2013-02-13,2.88,A
USGS,4174490,2013-02-14,2.43,A
USGS,4174490,2013-02-15,2.20,A
USGS,4174490,2013-02-16,2.36,A
USGS,4174490,2013-02-17,2.09,A
USGS,4174490,2013-02-18,2.36,A
USGS,4174490,2013-02-19,7.23,A
USGS,4174490,2013-02-20,2.58,A
USGS,4174490,2013-02-21,2.55,A
USGS,4174490,2013-02-22,2.94,A
USGS,4174490,2013-02-23,3.33,A
USGS,4174490,2013-02-24,2.77,A
USGS,4174490,2013-02-25,3.45,A
USGS,4174490,2013-02-26,11.4,A
USGS,4174490,2013-02-27,8.83,A
USGS,4174490,2013-02-28,10.1,A
USGS,4174490,2013-03-01,3.68,A
USGS,4174490,2013-03-02,2.82,A
USGS,4174490,2013-03-03,2.93,A
USGS,4174490,2013-03-04,3.34,A
USGS,4174490,2013-03-05,3.01,A
USGS,4174490,2013-03-06,2.89,A
USGS,4174490,2013-03-07,2.71,A
USGS,4174490,2013-03-08,3.48,A
USGS,4174490,2013-03-09,3.64,A
USGS,4174490,2013-03-10,7.19,A
USGS,4174490,2013-03-11,14.3,A
USGS,4174490,2013-03-12,5.63,A
USGS,4174490,2013-03-13,4.43,A
USGS,4174490,2013-03-14,3.30,A
USGS,4174490,2013-03-15,3.34,A
USGS,4174490,2013-03-16,4.70,A
USGS,4174490,2013-03-17,3.04,A
USGS,4174490,2013-03-18,3.78,A
USGS,4174490,2013-03-19,2.60,A
