agency_cd,site_no,Datetime,Mean_CFS,294515_00060_00003_cd
USGS,4173500,1981-07-24,34.0,A
USGS,4173500,1981-07-25,32.0,A
USGS,4173500,1981-07-26,38.0,A
USGS,4173500,1981-07-27,38.0,A
USGS,4173500,1981-07-28,141,A
USGS,4173500,1981-07-29,209,A
USGS,4173500,1981-07-30,136,A
USGS,4173500,1981-07-31,84.0,A
USGS,4173500,1981-08-01,63.0,A
USGS,4173500,1981-08-02,52.0,A
USGS,4173500,1981-08-03,49.0,A
USGS,4173500,1981-08-04,49.0,A
USGS,4173500,1981-08-05,44.0,A
USGS,4173500,1981-08-06,40.0,A
USGS,4173500,1981-08-07,38.0,A
USGS,4173500,1981-08-08,38.0,A
USGS,4173500,1981-08-09,39.0,A
USGS,4173500,1981-08-10,37.0,A
USGS,4173500,1981-08-11,35.0,A
USGS,4173500,1981-08-12,33.0,A
USGS,4173500,1981-08-13,33.0,A
USGS,4173500,1981-08-14,31.0,A
USGS,4173500,1981-08-15,32.0,A
USGS,4173500,1981-08-16,38.0,A
USGS,4173500,1981-08-17,33.0,A
USGS,4173500,1981-08-18,30.0,A
USGS,4173500,1981-08-19,29.0,A
USGS,4173500,1981-08-20,28.0,A
USGS,4173500,1981-08-21,28.0,A
USGS,4173500,1981-08-22,27.0,A
USGS,4173500,1981-08-23,26.0,A
USGS,4173500,1981-08-24,26.0,A
USGS,4173500,1981-08-25,25.0,A
USGS,4173500,1981-08-26,25.0,A
USGS,4173500,1981-08-27,26.0,A
USGS,4173500,1981-08-28,29.0,A
USGS,4173500,1981-08-29,34.0,A
USGS,4173500,1981-08-30,69.0,A
USGS,4173500,1981-08-31,59.0,A
USGS,4173500,1981-09-01,44.0,A
USGS,4173500,1981-09-02,40.0,A
USGS,4173500,1981-09-03,78.0,A
USGS,4173500,1981-09-04,325,A
USGS,4173500,1981-09-05,409,A
USGS,4173500,1981-09-06,272,A
USGS,4173500,1981-09-07,176,A
USGS,4173500,1981-09-08,131,A
USGS,4173500,1981-09-09,98.0,A
USGS,4173500,1981-09-10,77.0,A
USGS,4173500,1981-09-11,66.0,A
USGS,4173500,1981-09-12,57.0,A
USGS,4173500,1981-09-13,51.0,A
USGS,4173500,1981-09-14,67.0,A
USGS,4173500,1981-09-15,67.0,A
USGS,4173500,1981-09-16,58.0,A
USGS,4173500,1981-09-17,83.0,A
USGS,4173500,1981-09-18,94.0,A
USGS,4173500,1981-09-19,79.0,A
USGS,4173500,1981-09-20,65.0,A
USGS,4173500,1981-09-21,56.0,A
USGS,4173500,1981-09-22,190,A
USGS,4173500,1981-09-23,167,A
USGS,4173500,1981-09-24,118,A
USGS,4173500,1981-09-25,89.0,A
USGS,4173500,1981-09-26,79.0,A
USGS,4173500,1981-09-27,118,A
USGS,4173500,1981-09-28,115,A
USGS,4173500,1981-09-29,88.0,A
USGS,4173500,1981-09-30,180,A
USGS,4173500,1981-10-01,559,A
USGS,4173500,1981-10-02,544,A
USGS,4173500,1981-10-03,364,A
USGS,4173500,1981-10-04,253,A
USGS,4173500,1981-10-05,177,A
USGS,4173500,1981-10-06,148,A
USGS,4173500,1981-10-07,129,A
USGS,4173500,1981-10-08,111,A
USGS,4173500,1981-10-09,97.0,A
USGS,4173500,1981-10-10,89.0,A
USGS,4173500,1981-10-11,82.0,A
USGS,4173500,1981-10-12,75.0,A
USGS,4173500,1981-10-13,71.0,A
USGS,4173500,1981-10-14,69.0,A
USGS,4173500,1981-10-15,70.0,A
USGS,4173500,1981-10-16,70.0,A
USGS,4173500,1981-10-17,67.0,A
USGS,4173500,1981-10-18,70.0,A
USGS,4173500,1981-10-19,75.0,A
USGS,4173500,1981-10-20,70.0,A
USGS,4173500,1981-10-21,72.0,A
USGS,4173500,1981-10-22,120,A
USGS,4173500,1981-10-23,156,A
USGS,4173500,1981-10-24,131,A
USGS,4173500,1981-10-25,110,A
USGS,4173500,1981-10-26,99.0,A
USGS,4173500,1981-10-27,127,A
USGS,4173500,1981-10-28,217,A
USGS,4173500,1981-10-29,176,A
USGS,4173500,1981-10-30,144,A
USGS,4173500,1981-10-31,123,A
USGS,4173500,1981-11-01,109,A
USGS,4173500,1981-11-02,101,A
USGS,4173500,1981-11-03,93.0,A
USGS,4173500,1981-11-04,86.0,A
USGS,4173500,1981-11-05,88.0,A
USGS,4173500,1981-11-06,93.0,A
USGS,4173500,1981-11-07,89.0,A
USGS,4173500,1981-11-08,81.0,A
USGS,4173500,1981-11-09,76.0,A
USGS,4173500,1981-11-10,71.0,A
USGS,4173500,1981-11-11,69.0,A
USGS,4173500,1981-11-12,67.0,A
USGS,4173500,1981-11-13,65.0,A
USGS,4173500,1981-11-14,63.0,A
USGS,4173500,1981-11-15,63.0,A
USGS,4173500,1981-11-16,62.0,A
USGS,4173500,1981-11-17,62.0,A
USGS,4173500,1981-11-18,62.0,A
USGS,4173500,1981-11-19,63.0,A
USGS,4173500,1981-11-20,116,A
USGS,4173500,1981-11-21,161,A
USGS,4173500,1981-11-22,133,A
USGS,4173500,1981-11-23,111,A
USGS,4173500,1981-11-24,99.0,A
USGS,4173500,1981-11-25,91.0,A
USGS,4173500,1981-11-26,87.0,A
USGS,4173500,1981-11-27,102,A
USGS,4173500,1981-11-28,93.0,A
USGS,4173500,1981-11-29,84.0,A
USGS,4173500,1981-11-30,76.0,A
USGS,4173500,1981-12-01,80.0,A
USGS,4173500,1981-12-02,88.0,A
USGS,4173500,1981-12-03,82.0,A
USGS,4173500,1981-12-04,79.0,A
USGS,4173500,1981-12-05,82.0,A
USGS,4173500,1981-12-06,76.0,A
USGS,4173500,1981-12-07,73.0,A
USGS,4173500,1981-12-08,74.0,A
USGS,4173500,1981-12-09,68.0,A
USGS,4173500,1981-12-10,59.0,A
USGS,4173500,1981-12-11,57.0,A
USGS,4173500,1981-12-12,53.0,A
USGS,4173500,1981-12-13,53.0,A
USGS,4173500,1981-12-14,55.0,A
USGS,4173500,1981-12-15,56.0,A
USGS,4173500,1981-12-16,54.0,A
USGS,4173500,1981-12-17,52.0,A
USGS,4173500,1981-12-18,50.0,A
USGS,4173500,1981-12-19,48.0,A
USGS,4173500,1981-12-20,46.0,A
USGS,4173500,1981-12-21,46.0,A
USGS,4173500,1981-12-22,47.0,A
USGS,4173500,1981-12-23,48.0,A
USGS,4173500,1981-12-24,51.0,A
USGS,4173500,1981-12-25,50.0,A
USGS,4173500,1981-12-26,50.0,A
USGS,4173500,1981-12-27,50.0,A
USGS,4173500,1981-12-28,51.0,A
USGS,4173500,1981-12-29,51.0,A
USGS,4173500,1981-12-30,52.0,A
USGS,4173500,1981-12-31,52.0,A
USGS,4173500,1982-01-01,56.0,A
USGS,4173500,1982-01-02,57.0,A
USGS,4173500,1982-01-03,57.0,A
USGS,4173500,1982-01-04,105,A
USGS,4173500,1982-01-05,137,A
USGS,4173500,1982-01-06,126,A
USGS,4173500,1982-01-07,110,A
USGS,4173500,1982-01-08,100,A
USGS,4173500,1982-01-09,90.0,A
USGS,4173500,1982-01-10,80.0,A
USGS,4173500,1982-01-11,70.0,A
USGS,4173500,1982-01-12,65.0,A
USGS,4173500,1982-01-13,62.0,A
USGS,4173500,1982-01-14,60.0,A
USGS,4173500,1982-01-15,59.0,A
USGS,4173500,1982-01-16,58.0,A
USGS,4173500,1982-01-17,56.0,A
USGS,4173500,1982-01-18,55.0,A
USGS,4173500,1982-01-19,54.0,A
USGS,4173500,1982-01-20,52.0,A
USGS,4173500,1982-01-21,51.0,A
USGS,4173500,1982-01-22,50.0,A
USGS,4173500,1982-01-23,49.0,A
USGS,4173500,1982-01-24,48.0,A
USGS,4173500,1982-01-25,47.0,A
USGS,4173500,1982-01-26,47.0,A
USGS,4173500,1982-01-27,46.0,A
USGS,4173500,1982-01-28,46.0,A
USGS,4173500,1982-01-29,46.0,A
USGS,4173500,1982-01-30,45.0,A
USGS,4173500,1982-01-31,45.0,A
USGS,4173500,1982-02-01,45.0,A
USGS,4173500,1982-02-02,46.0,A
USGS,4173500,1982-02-03,47.0,A
USGS,4173500,1982-02-04,48.0,A
USGS,4173500,1982-02-05,48.0,A
USGS,4173500,1982-02-06,49.0,A
USGS,4173500,1982-02-07,49.0,A
USGS,4173500,1982-02-08,50.0,A
USGS,4173500,1982-02-09,51.0,A
USGS,4173500,1982-02-10,52.0,A
USGS,4173500,1982-02-11,52.0,A
USGS,4173500,1982-02-12,52.0,A
USGS,4173500,1982-02-13,52.0,A
USGS,4173500,1982-02-14,52.0,A
USGS,4173500,1982-02-15,52.0,A
USGS,4173500,1982-02-16,54.0,A
USGS,4173500,1982-02-17,59.0,A
USGS,4173500,1982-02-18,57.0,A
USGS,4173500,1982-02-19,58.0,A
USGS,4173500,1982-02-20,58.0,A
USGS,4173500,1982-02-21,62.0,A
USGS,4173500,1982-02-22,65.0,A
USGS,4173500,1982-02-23,72.0,A
USGS,4173500,1982-02-24,68.0,A
USGS,4173500,1982-02-25,65.0,A
USGS,4173500,1982-02-26,60.0,A
USGS,4173500,1982-02-27,60.0,A
USGS,4173500,1982-02-28,59.0,A
USGS,4173500,1982-03-01,59.0,A
USGS,4173500,1982-03-02,59.0,A
USGS,4173500,1982-03-03,58.0,A
USGS,4173500,1982-03-04,58.0,A
USGS,4173500,1982-03-05,57.0,A
USGS,4173500,1982-03-06,57.0,A
USGS,4173500,1982-03-07,57.0,A
USGS,4173500,1982-03-08,57.0,A
USGS,4173500,1982-03-09,57.0,A
USGS,4173500,1982-03-10,58.0,A
USGS,4173500,1982-03-11,102,A
USGS,4173500,1982-03-12,190,A
USGS,4173500,1982-03-13,678,A
USGS,4173500,1982-03-14,1190,A
USGS,4173500,1982-03-15,1130,A
USGS,4173500,1982-03-16,975,A
USGS,4173500,1982-03-17,1080,A
USGS,4173500,1982-03-18,999,A
USGS,4173500,1982-03-19,873,A
USGS,4173500,1982-03-20,744,A
USGS,4173500,1982-03-21,704,A
USGS,4173500,1982-03-22,594,A
USGS,4173500,1982-03-23,536,A
USGS,4173500,1982-03-24,492,A
USGS,4173500,1982-03-25,431,A
USGS,4173500,1982-03-26,366,A
USGS,4173500,1982-03-27,277,A
USGS,4173500,1982-03-28,234,A
USGS,4173500,1982-03-29,222,A
